comparison	DSE_Category	Event_Group	geneSymbol	GeneID	Gene_Event_ID	Event_ID	SAMPLE_1_TotalReadCount	SAMPLE_2_TotalReadCount	IncLevelDifference	meanReadCount	absDeltaPSI	coverageDeltaScore
Control_vs_shRING1A.B	Same Direction	Alternative 3' Splice Site	IDH3B	ENSG00000101365	1	Event_624	707	709	0.128	708	0.128	90.624
Control_vs_shRING1A.B	Same Direction	Alternative 3' Splice Site	SLC4A7	ENSG00000033867	1	Event_653	235	171	0.127	203	0.127	25.781
Control_vs_shRING1A.B	Same Direction	Alternative 3' Splice Site	CHD3	ENSG00000170004	1	Event_631	297	403	0.123	350	0.123	43.05
Control_vs_shRING1A.B	Same Direction	Alternative 3' Splice Site	SLC25A19	ENSG00000125454	2	Event_628	82	40	0.122	61	0.122	7.442
shRYBP_vs_shRING1A.B	Same Direction	Alternative 3' Splice Site	WISP2	ENSG00000064205	1	Event_655	20	25	-0.505	22.5	0.505	11.3625
shRYBP_vs_shRING1A.B	Same Direction	Alternative 3' Splice Site	RPS6KL1	ENSG00000198208	1	Event_677	13	10	-0.461	11.5	0.461	5.3015
shRYBP_vs_shRING1A.B	Same Direction	Alternative 3' Splice Site	AC009948.1	ENSG00000223960	2	Event_657	14	18	0.459	16	0.459	7.344
shRYBP_vs_shRING1A.B	Same Direction	Alternative 3' Splice Site	HDLBP	ENSG00000115677	2	Event_664	38	28	0.446	33	0.446	14.718
shRYBP_vs_shRING1A.B	Same Direction	Alternative 3' Splice Site	NME3	ENSG00000103024	1	Event_684	23	13	-0.285	18	0.285	5.13
shRYBP_vs_shRING1A.B	Same Direction	Alternative 3' Splice Site	SPAG4	ENSG00000061656	1	Event_623	16	42	0.284	29	0.284	8.236
shRYBP_vs_shRING1A.B	Same Direction	Alternative 3' Splice Site	NOL8	ENSG00000198000	1	Event_678	40	31	0.276	35.5	0.276	9.798
shRYBP_vs_shRING1A.B	Same Direction	Alternative 3' Splice Site	RPL13A	ENSG00000142541	1	Event_620	63	72	0.264	67.5	0.264	17.82
shRYBP_vs_shRING1A.B	Same Direction	Alternative 3' Splice Site	SLC25A19	ENSG00000125454	2	Event_628	71	40	0.248	55.5	0.248	13.764
shRYBP_vs_shRING1A.B	Same Direction	Alternative 3' Splice Site	ARHGEF40	ENSG00000165801	1	Event_692	279	381	0.235	330	0.235	77.55
shRYBP_vs_shRING1A.B	Same Direction	Alternative 3' Splice Site	OGFOD2	ENSG00000111325	1	Event_642	34	58	0.222	46	0.222	10.212
shRYBP_vs_shRING1A.B	Same Direction	Alternative 3' Splice Site	HDLBP	ENSG00000115677	1	Event_663	95	97	0.222	96	0.222	21.312
shRYBP_vs_shRING1A.B	Same Direction	Alternative 3' Splice Site	RAB3IP	ENSG00000127328	1	Event_688	45	39	0.212	42	0.212	8.904
shRYBP_vs_shRING1A.B	Same Direction	Alternative 3' Splice Site	TRMT2B	ENSG00000188917	1	Event_673	58	61	0.198	59.5	0.198	11.781
shRYBP_vs_shRING1A.B	Same Direction	Alternative 3' Splice Site	SLC25A19	ENSG00000125454	1	Event_627	134	131	-0.189	132.5	0.189	25.0425
shRYBP_vs_shRING1A.B	Same Direction	Alternative 3' Splice Site	HUS1	ENSG00000136273	1	Event_666	54	52	-0.189	53	0.189	10.017
shRYBP_vs_shRING1A.B	Same Direction	Alternative 3' Splice Site	SPG7	ENSG00000197912	2	Event_633	45	74	0.151	59.5	0.151	8.9845
shRYBP_vs_shRING1A.B	Same Direction	Alternative 3' Splice Site	FPGT	ENSG00000254685	1	Event_674	98	95	-0.134	96.5	0.134	12.931
shRYBP_vs_shRING1A.B	Same Direction	Alternative 3' Splice Site	SLC4A7	ENSG00000033867	1	Event_653	229	171	0.129	200	0.129	25.8
shRYBP_vs_shRING1A.B	Same Direction	Alternative 3' Splice Site	CHD3	ENSG00000170004	1	Event_631	340	403	0.127	371.5	0.127	47.1805
Control_vs_shRYBP	Unique to shRYBP vs Control	Mutually Exclusive Exon	FAM49B	ENSG00000153310	1	Event_872	28	29	-0.726	28.5	0.726	20.691
Control_vs_shRYBP	Unique to shRYBP vs Control	Mutually Exclusive Exon	ZNF133	ENSG00000125846	2	Event_868	30	14	-0.633	22	0.633	13.926
Control_vs_shRYBP	Unique to shRYBP vs Control	Mutually Exclusive Exon	OBSCN	ENSG00000154358	2	Event_895	25	15	0.612	20	0.612	12.24
Control_vs_shRYBP	Unique to shRYBP vs Control	Mutually Exclusive Exon	MSR1	ENSG00000038945	2	Event_897	25	14	-0.597	19.5	0.597	11.6415
Control_vs_shRYBP	Unique to shRYBP vs Control	Mutually Exclusive Exon	PTP4A1	ENSG00000112245	2	Event_863	13	9	0.583	11	0.583	6.413
Control_vs_shRYBP	Unique to shRYBP vs Control	Mutually Exclusive Exon	ZNF266	ENSG00000174652	1	Event_864	21	40	0.508	30.5	0.508	15.494
Control_vs_shRYBP	Unique to shRYBP vs Control	Mutually Exclusive Exon	CROCC	ENSG00000058453	2	Event_893	27	65	-0.495	46	0.495	22.77
Control_vs_shRYBP	Unique to shRYBP vs Control	Mutually Exclusive Exon	TRDMT1	ENSG00000107614	1	Event_902	10	11	-0.486	10.5	0.486	5.103
Control_vs_shRYBP	Unique to shRYBP vs Control	Mutually Exclusive Exon	PCBP1-AS1	ENSG00000179818	8	Event_918	12	5	0.469	8.5	0.469	3.9865
Control_vs_shRYBP	Unique to shRYBP vs Control	Mutually Exclusive Exon	AC104109.4	ENSG00000273345	2	Event_870	66	53	-0.465	59.5	0.465	27.6675
Control_vs_shRYBP	Unique to shRYBP vs Control	Mutually Exclusive Exon	HSD11B1L	ENSG00000167733	6	Event_853	12	26	-0.451	19	0.451	8.569
Control_vs_shRYBP	Unique to shRYBP vs Control	Mutually Exclusive Exon	HPSE	ENSG00000173083	2	Event_900	37	73	-0.442	55	0.442	24.31
Control_vs_shRYBP	Unique to shRYBP vs Control	Mutually Exclusive Exon	HDX	ENSG00000165259	1	Event_922	28	46	0.442	37	0.442	16.354
Control_vs_shRYBP	Unique to shRYBP vs Control	Mutually Exclusive Exon	TMEM198	ENSG00000188760	2	Event_907	32	290	0.421	161	0.421	67.781
Control_vs_shRYBP	Unique to shRYBP vs Control	Mutually Exclusive Exon	ZFAND4	ENSG00000172671	2	Event_947	22	27	-0.397	24.5	0.397	9.7265
Control_vs_shRYBP	Unique to shRYBP vs Control	Mutually Exclusive Exon	CASC19	ENSG00000254166	6	Event_930	21	16	0.395	18.5	0.395	7.3075
Control_vs_shRYBP	Unique to shRYBP vs Control	Mutually Exclusive Exon	HSD11B1L	ENSG00000167733	5	Event_852	28	52	0.37	40	0.37	14.8
Control_vs_shRYBP	Unique to shRYBP vs Control	Mutually Exclusive Exon	FGD4	ENSG00000139132	1	Event_949	75	93	-0.328	84	0.328	27.552
Control_vs_shRYBP	Unique to shRYBP vs Control	Mutually Exclusive Exon	HSD11B1L	ENSG00000167733	4	Event_851	42	72	0.321	57	0.321	18.297
Control_vs_shRYBP	Unique to shRYBP vs Control	Mutually Exclusive Exon	CCDC142	ENSG00000135637	1	Event_899	22	25	-0.313	23.5	0.313	7.3555
Control_vs_shRYBP	Common to shRING1A.B and shRYBP	Mutually Exclusive Exon	RAPH1	ENSG00000173166	1	Event_896	8	7	-0.667	7.5	0.667	5.0025
Control_vs_shRYBP	Common to shRING1A.B and shRYBP	Mutually Exclusive Exon	SLC3A2	ENSG00000168003	1	Event_932	9	16	-0.445	12.5	0.445	5.5625
Control_vs_shRYBP	Common to shRING1A.B and shRYBP	Mutually Exclusive Exon	CASC15	ENSG00000272168	2	Event_866	44	22	0.404	33	0.404	13.332
Control_vs_shRYBP	Common to shRING1A.B and shRYBP	Mutually Exclusive Exon	RBM23	ENSG00000100461	4	Event_941	11	36	-0.374	23.5	0.374	8.789
Control_vs_shRYBP	Common to shRING1A.B and shRYBP	Mutually Exclusive Exon	EPB41L1	ENSG00000088367	3	Event_855	53	88	-0.371	70.5	0.371	26.1555
Control_vs_shRYBP	Common to shRING1A.B and shRYBP	Mutually Exclusive Exon	POLR2J4	ENSG00000214783	1	Event_915	31	39	0.339	35	0.339	11.865
Control_vs_shRYBP	Common to shRING1A.B and shRYBP	Mutually Exclusive Exon	RBM23	ENSG00000100461	5	Event_942	29	61	-0.29	45	0.29	13.05
Control_vs_shRYBP	Common to shRING1A.B and shRYBP	Mutually Exclusive Exon	NUMA1	ENSG00000137497	2	Event_936	118	124	0.264	121	0.264	31.944
Control_vs_shRYBP	Common to shRING1A.B and shRYBP	Mutually Exclusive Exon	ARID4A	ENSG00000032219	1	Event_957	28	31	0.229	29.5	0.229	6.7555
Control_vs_shRYBP	Common to shRING1A.B and shRYBP	Mutually Exclusive Exon	NBPF9	ENSG00000269713	2	Event_890	55	66	0.16	60.5	0.16	9.68
Control_vs_shRYBP	Common to shRING1A.B and shRYBP	Mutually Exclusive Exon	KIFC3	ENSG00000140859	1	Event_945	568	766	-0.15	667	0.15	100.05
Control_vs_shRYBP	Common to shRING1A.B and shRYBP	Mutually Exclusive Exon	MMP24	ENSG00000125966	2	Event_857	756	1342	-0.137	1049	0.137	143.713
Control_vs_shRYBP	Common to shRING1A.B and shRYBP	Mutually Exclusive Exon	MIOS	ENSG00000164654	1	Event_912	93	65	-0.137	79	0.137	10.823
Control_vs_shRYBP	Common to shRING1A.B and shRYBP	Mutually Exclusive Exon	FADS3	ENSG00000221968	1	Event_944	612	549	-0.131	580.5	0.131	76.0455
Control_vs_shRYBP	Common to shRING1A.B and shRYBP	Mutually Exclusive Exon	MEAF6	ENSG00000163875	1	Event_891	85	46	0.117	65.5	0.117	7.6635
Control_vs_shRING1A.B	Common to shRING1A.B and shRYBP	Mutually Exclusive Exon	RAPH1	ENSG00000173166	1	Event_896	8	7	-0.554	7.5	0.554	4.155
Control_vs_shRING1A.B	Common to shRING1A.B and shRYBP	Mutually Exclusive Exon	CASC15	ENSG00000272168	2	Event_866	44	40	0.549	42	0.549	23.058
Control_vs_shRING1A.B	Common to shRING1A.B and shRYBP	Mutually Exclusive Exon	ARID4A	ENSG00000032219	1	Event_957	28	42	0.457	35	0.457	15.995
Control_vs_shRING1A.B	Common to shRING1A.B and shRYBP	Mutually Exclusive Exon	EPB41L1	ENSG00000088367	3	Event_855	53	101	-0.452	77	0.452	34.804
Control_vs_shRING1A.B	Common to shRING1A.B and shRYBP	Mutually Exclusive Exon	SLC3A2	ENSG00000168003	1	Event_932	9	20	-0.277	14.5	0.277	4.0165
Control_vs_shRING1A.B	Common to shRING1A.B and shRYBP	Mutually Exclusive Exon	POLR2J4	ENSG00000214783	1	Event_915	31	47	0.261	39	0.261	10.179
Control_vs_shRING1A.B	Common to shRING1A.B and shRYBP	Mutually Exclusive Exon	NUMA1	ENSG00000137497	2	Event_936	118	98	0.257	108	0.257	27.756
Control_vs_shRING1A.B	Common to shRING1A.B and shRYBP	Mutually Exclusive Exon	RBM23	ENSG00000100461	5	Event_942	29	61	-0.215	45	0.215	9.675
Control_vs_shRING1A.B	Common to shRING1A.B and shRYBP	Mutually Exclusive Exon	RBM23	ENSG00000100461	4	Event_941	11	35	-0.178	23	0.178	4.094
Control_vs_shRING1A.B	Common to shRING1A.B and shRYBP	Mutually Exclusive Exon	MIOS	ENSG00000164654	1	Event_912	93	88	-0.175	90.5	0.175	15.8375
Control_vs_shRING1A.B	Common to shRING1A.B and shRYBP	Mutually Exclusive Exon	FADS3	ENSG00000221968	1	Event_944	612	1051	-0.161	831.5	0.161	133.8715
Control_vs_shRING1A.B	Common to shRING1A.B and shRYBP	Mutually Exclusive Exon	KIFC3	ENSG00000140859	1	Event_945	568	905	-0.13	736.5	0.13	95.745
Control_vs_shRING1A.B	Common to shRING1A.B and shRYBP	Mutually Exclusive Exon	MEAF6	ENSG00000163875	1	Event_891	85	50	0.117	67.5	0.117	7.8975
Control_vs_shRING1A.B	Common to shRING1A.B and shRYBP	Mutually Exclusive Exon	MMP24	ENSG00000125966	2	Event_857	756	2146	-0.114	1451	0.114	165.414
Control_vs_shRING1A.B	Common to shRING1A.B and shRYBP	Mutually Exclusive Exon	NBPF9	ENSG00000269713	2	Event_890	55	99	0.106	77	0.106	8.162
Control_vs_shRYBP	Same Direction	Mutually Exclusive Exon	GALNT14	ENSG00000158089	1	Event_901	17	13	0.432	15	0.432	6.48
